track_id,name,Lyric ID,Lyrics
685sEpLJe80Zzuxz3siOVT,Here Comes My Girl,108081,"You know sometimes, I don't know why  But this old town just seems so hopeless  I ain't really sure, but it seems I remember the good times  Were just a little bit more in focus  But when she puts her arms around me  I can somehow rise above it  Yeah, man when I got that little girl standin' right by my side  You know, I can tell the whole wide world ""shove it!"" Hey!  Here comes my girl, here comes my girl  Yeah, and she looks so right; she is all I need tonight  Every now and then I get down to the end of the day  And I have to stop and ask myself why I've done it  It just seems so useless to have to work so hard  And nothin' ever really seems to come from it  And then she looks me in the eye and says  ""We're gonna last forever""  And man, you know I can't begin to doubt it  No, cause it just feels so good, and so free, and so right!  I know we ain't never gonna change our minds about it - hey!  Here comes my girl, here comes my girl  Yeah, and she looks so right, she is all I need tonight    Every time it seems like there ain't nothin' left no more  I find myself having to reach out and grab hold of something  Yeah, I just catch myself wondering, waiting, worrying  About some silly little things that don't add up to nothin'  And then she looks me in the eye and says  ""We're gonna last forever""  And man, you know I can't begin to doubt it  No, cause it just feels so good, and so free, and so right!  I know we ain't never gonna change our minds about it - hey!  Here comes my girl, here comes my girl  Yeah, and she looks so right, she is all I need tonight.."
1bms9tDuoxEDeqxyvFnP6z,Even The Losers,123972,"It was nearly summer, we sat on your roof  Yeah, we smoked cigarettes and we stared at the moon  I showed you stars you never could see  It couldn't been that easy to forget about me  Time meant nothing, anything seemed real  Yeah, you kissed like fire and you made me feel  Like every word you said was meant to be  It couldn't been that easy to forget about me  Baby, even the losers, get lucky sometimes  Baby, even the losers, keep a little bit of pride, they get lucky sometimes  Two cars park on the overpass, rocks hit the water like broken glass  I shoulda' known right then it was too good to last  God, it's such a drag to have to live in the past  "
0uV5j1LuzRS5HglBLKmwM0,Shadow Of A Doubt (A Complex Kid),403063,"There goes my baby  There goes my only one  I think she loves me  But she don't want to let on  Yes she likes to keep my guessing  She's got me on defense  With that little bit of mystery  She's a complex kid  And she's always been so hard to figure out  Yes, she always like to leave me with a shadow of a doubt  Sometimes at night, I  Wait around 'til she gets out  She don't like working  She says she hates her boss  But she's got me asking questions  She's got me on defense  With that little certain something  She's a complex kid  And she's always been so hard to get around  Yes, she always likes to leave me with a shadow of a doubt  Just a shadow of a doubt  She seldom keeps me running  I'm trying to figure out  If she's leading up to something  And when she's dreaming  Sometimes she seems depressed  But in the morning  She don't remember it  But she's got me thinking about it  Yes, she's got me on the edge  With that little bit of mystery  She's a complex kid  And she's always been so hard to live without  Yes, she always like to leave me with a shadow of a doubt  Well a shadow of a doubt "
406klWbCDLo9cs7pduRuuF,Century City,403066,"Sometimes I want to leave you  Sometimes I want to go  Right back where I came from  Back where I belong  But it never lasts for too long  Always goes away  Well I still don't look for reasons  That's much too hard these days  Why worry about the rain  Why worry about the problem  Honey Century City's got everything covered  Well your mama gave you loving  Mama held you near  Baby mama can't do nothing  Honey mama just ain't here  And you can pretend all you want to  But that won't work no more  No you can't run back to daddy  Yeah you tried that once before  Why worry about your father?  Why worry about your mother?  Honey Century City's got everything covered    We're going to live in Century City  Go ahead and give in, Century City  Like modern men, modern girls  We're going to live in the modern world  Sometimes I get discouraged  Sometimes I feel so down  Sometimes I get so worried  But I don't know what about  But it works out in the long run  Always goes away  And I've come now to accept it  It's a reoccurring phase    We're going to live in Century City  "
5AzpZ5ADn1AFPxcEBd2Ugf,Don't Do Me Like That,108164,"I was talking with a friend of mine, said a woman had hurt his pride  Told him that she loved him so, and turned around and let him go  Then he said, ""You better watch your step, or you're gonna get hurt yourself  Someone's gonna tell you lies, cut you down to size""  Don't do me like that  Don't do me like that  What if I love you baby?  Don't do me like that  Don't do me like that  Don't do me like that  Someday I might need you, baby  Don't do me like that  Listen honey, can you see? Baby, you would bury me  If you were in the public eye, givin' someone else a try  And you know you better watch your step  Or you're gonna get hurt yourself  Someone's gonna tell you lies, cut you down to size  Don't do me like that  Don't do me like that  What if I love you baby?  Don't, don't, don't, don't  Don't do me like that  Don't do me like that  What if I need you, baby?  Don't do me like that  'Cause somewhere deep down inside  Someone is saying, ""Love doesn't last that long""  I got this feelin' inside, night and day  And now I can't take it no more  Listen honey, can you see? Baby, you would bury me  If you were in the public eye, givin' someone else a try  And you know you better watch your step  Or you're gonna get hurt yourself  Someone's gonna tell you lies, cut you down to size  Don't do me like that  Don't do me like that  What if I love you baby?  Don't, don't, don't, don't  Don't do me like that  Don't do me like that  I just might need you, honey  Don't do me like that  Wait!  Don't do me like that  Don't do me like that  Baby, baby, baby  Don't, don't, don't, don't  Don't do me like that  Don't do me like that  Baby, baby, baby  Oh! Oh! Oh!"
0g4AY5N5nCLqchHpnYu26u,You Tell Me,403072,"Baby I heard thunder  I woke up middle of the night  Baby I saw fire  I went left, I went right  So you tell me what you want me to do  This might be over honey, it ain't through  Let me know when you're finished with me  What you want me to be  Baby you tell me  Honey you tell me  Baby I don't understand this  But that's alright, I can take a little pain  I've been winning and losing  Baby I've been in and out of the rain    Well you put me through your paces and your twists  Until I felt like dying  Yeah the last thing that I needed  Was to finally realize that you were lying    Baby you tell me  Will you tell me?"
2AKX7nBYdc0n5qXkSbfH7x,What Are You Doin' In My Life?,403081,Well you followed me all around New York City  Trying to make people think I wanted you with me  I can only hope that they didn't believe you  I can't figure out why I got to deal with you  What are you doing in my life?   I didn't ask for you  I don't know how you got my telephone number  Probably some jerk trying to put me under  Some friend of a friend of a friend of mine  Baby who you trying to fool when you tell those lies?    Well this is all a little too much to believe  You're putting my name all around in the street  Honey where did you think this was going to lead?  Baby will you tell me why you want to bug me?  Well you're the last woman in the world that thrills me  Now you got my girlfriend trying to kill me  Honey my friends think that I've gone crazy  Can't you figure out that you ain't my baby  
5dfg1Piej2rQ0jwmwxo3kF,Louisiana Rain,403091,"Well it was out in California by the San Diego sea  That was when I was taken in and it left its mark on me  Yeah she nearly drove me crazy with all those China toys  And I know she really didn't mean a thing to any of those sailor boys  Louisiana rain is falling at my feet  Baby I'm noticing the change as I move down the street  Louisiana rain is soaking through my shoes  I may never be the same when I reach Baton Rouge  South Carolina put out its arms for me  Right up until everything went black somewhere on Lonely Street  And I still can't quite remember who helped me to my feet  Thank God for a love that followed the angel's remedy  Louisiana rain is falling just like tears  Running down my face, washing out the years  Louisiana rain is soaking through my shoes  I may never be the same when I reach Baton Rouge  Well I never will get over this English refugee  Singing to the jukebox in some all-night beanery  Yeah he was eating pills like candy and chasing them with tea  You should have seen him lick his lips, that old black muddied beak  Louisiana rain is falling at my feet  Baby I'm noticing the change as I move down the street  Louisiana rain is soaking through my shoes  I may never be the same when I reach Baton Rouge  Louisiana rain is falling just like tears  Running down my face, washing out the years  Louisiana rain is soaking through my shoes  I may never be the same when I reach Baton Rouge"
61chTBkjt6A8GsrXOojdPV,Nowhere,835773,"Had it all and ya' didn’t know  Hadda' try for a little more  Baby gets me down , when you lead me 'round  And we come up nowhere  Oh  Well it’s half mine and it’s half yours  Got half of what I deserve  Baby you were so cool , when you were in school  How’d you come up nowhere?  And baby I feel nothin' but an empty room  You'll see you’ll be lonely too  Honey you tell me what I'm supposed to do  I’ve got all this time invested in you  Did you walk me through hell just to finally break through?  To nowhere  To nowhere  Well it’s half mine and it’s half yours  I got half of what I deserve  Baby you were so cool , when you were in school  And it gets me down when you lead me 'round  And you come up nowhere  You come up nowhere    Alright, that's fantastic    That was the best one    That's fantastic..."
28nUgITSci5R0ngEAn98dY,Surrender,834909,"Don't go crazy now  Take it easy  I just can't hold out forever  Don't you lie to me  You said you love me  Don't say you dont remember  Cause you told me  Yeah you did  And I'm not gonna let you forget  Well I'm down on my knees  And I'm begging again  You tell me why you have to pretend  I know you want me, why don't you give in?  Surrender  Don't let me down  I just can't hang around  Feeling this way forever  On your balcony  You said you love me  Don't say you don't remember  Cause you told me  Yeah you did  And I'm not gonna let you forget  Well I'm down on my knees  And I'm begging again  You tell me why you have to pretend  I don't like it when you looking at him  Surrender  Surrender to me  Baby surrender, surrender  Surrender  Surrender to me  Baby surrender, surrender"
1foblVZ1Kr2vz7212SMNZB,Casa Dega,835063,"Well the clouds roll by in the big blue sky  As the sun beats down on Casa Dega  And the moon pulls the tide and the tide brings night  But night is more than just night in Casa Dega  Oh, baby I think I'm starting to believe the things that I've heard  'Cause tonight in Casa Dega I hang on every word  She said to me as she hold my hand  And reads the lines of a stranger  Yeah, and she knows my name, yeah she knows my plans  In the past in the present and for the future  Yeah, baby now think I'm starting to believe the things that I've heard  'Cause tonight in Casa Dega I hang on every word  Then she said...  Oh  And you almost pay the price of a whisper in the night in Casa Dega  Time rolls by, night is only night, can I save ya?  Yeah, yeah, alright  More than just a night"
3mphrbLqnNr2UCHIXkaqsk,It's Rainin' Again - Playback 1995 Box Set Version,834913,"Well it's rainin' again, rainin' again  Roll up your window honey it's rainin' again  It's dark in the sky, dark in the sky  Make me feel funny honey it's dark in the sky  Rainin' again  Well it's rainin' again, rainin' again  Roll up your window baby it's rainin' again  It's dark in the sky, dark in the sky  Make me feel funny honey it's dark in the sky"
4IelIE8X4Gsu6QPHqSnTQx,"Shadow Of A Doubt (A Complex Kid) - Live At Hammersmith Odeon, London, England/1980",1951621,"There goes my baby, there goes my only one  I think she loves me, but she don't wanna let on  Yeah, she likes to keep me guessin'  She's got me on the fence with that little bit of mystery  She's a complex kid and she's always been so hard to figure out  Yeah, she always likes to leave me with a shadow of a doubt  Sometimes at night I wait around 'til she gets off  She don't like workin', she says she hates her boss  But she's got me askin' questions, she's got me on the fence  With that little certain something, she's a complex kid  And she's always been so hard to get around  Yeah, she always likes to leave me with a shadow of a doubt  Just a shadow of a doubt, she says it keeps me runnin'  I'm trying to figure out if she's leadin' up to something  And when she's dreamin', sometimes she sings in French  But in the morning, she don't remember it  But she's got me thinking 'bout it  Yeah, she's got me on the fence  With that little bit of mystery, she's a complex kid  And she's always been so hard to live without  Yeah, she always likes to leave me, with a shadow of a doubt"
5kdd1nzimLc5Rtad4TUbvG,"Don't Do Me Like That - Live At Hammersmith Odeon, London, England/1980",1962798,"I was talkin' with a friend of mine  Said a woman had hurt his pride  Told him that she loved him so, then  Turned around and let him go  Then he said, ""You'd better watch your step  Or you're gonna get hurt yourself  Someone's gonna tell you lies  Cut you down to size""  Don't do me like that  Don't do me like that  What if I love you, baby  Don't do me like that  Don't do me like that  Don't do me like that  Someday I'll need ya, baby  Don't do me like that  Listen, honey, can you see  Baby, you would bury me  If you were in a public eye  Givin' someone else a try  And you know you'd better watch your step  Or you're gonna get hurt yourself  Someone's gonna tell you lies  Cut you down to size  Don't do me like that  Don't do me like that  What if I love you, baby  Don't, don't, don't, don't  Don't do me like that  Don't do me like that  What if I need you, baby  Don't do me like that  'Cause somewhere deep down inside, someone is sayin'  ""Love doesn't last that long""  I have the feeling inside, night and day  And I can't take it no more  Listen, honey, can you see  Baby, you would bury me  If you were in a public eye  Givin' someone else a try  And you know you'd better watch your step  Or you're gonna get hurt yourself  Someone's gonna tell you lies  Cut you down to size  Don't do me like that  Don't do me like that  What if I love you, baby  Don't, don't, don't, don't  Don't do me like that  Don't do me like that  I just might need you, honey  Don't do me like that  Don't do me like that  Don't do me like that  Baby, baby, baby, don't, don't, don't, don't  Don't do me like that  Don't do me like that  Baby, baby, baby, oh, oh, oh"
6QqM9HsU42TwE1dnK4B2Jl,"Somethin' Else - Live At Hammersmith Odeon, London, England/1980",1965786,"Look left, here she comes  Here comes that girl again  Wanted to date her since I don't know when  But she don't notice me when I pass  She goes with other guys way outta my class  That can't stop me from thinkin' to myself  Boy that girl's fine lookin' man  She's somethin' else  Looky there, across the street  There's a car named just for me  To own that car would be a luxury  But right now I can't afford the gas  A brand new convertible is outta my class  That can't stop me from thinkin' to myself  Boy that car's fine lookin' man  It's somethin' else  Lookout, wait and see  Work hard and savin' dough  I'll get the girl that I've been wantin' so  We'll get that girl, we go ridin' around  Look real cute with the white top down  So keep right on a dreamin', thinkin' to myself  When it all comes true man  That's somethin' else"
2j6OHo0ExZXygaIoK0EJgA,Casa Dega - Demo,1773332,"1,2,1,2,3  Well the clouds roll by in the big blue sky  As the sun beats down on Casa Dega  And the moon pulls the tide and the tide brings night  But night is more than just night in Casa Dega  Oh baby I think I'm starting to believe the things that I've heard  'Cause tonight in Casa Dega I hang on every word  She said to me as she holds my hand  And reads the lines of a stranger  And she knows my name, yeah she knows my plans  In the past in the present and for the future  Yeah, baby now think I'm starting to believe the things that I've heard  'Cause tonight in Casa Dega I hang on every word  Then she said...  Oh  Naw yeah yeah, yeah yeah, yeah yeah  Uh huh, yeah yeah, yeah yeah, yeah yeah yeah yeah baby  More than just a night in Casa Dega"
6dx07G5TNBGQRi5WwNctfQ,Refugee - Alt. Take,836035,"We got somethin', we both know it  We don't talk too much about it  Ain't no real big secret all the same  Somehow we get around it  Listen, it don't really matter to me, baby  You believe what you want to believe  You see, you don't have to live like a refugee    Somewhere, somehow, somebody  Must have kicked you around some  Tell me why you wanna lay there  And revel in your abandon  Honey, it don't make no difference to me, baby  Everybody's had to fight to be free  You see, you don't have to live like a refugee    Now baby, you don't have to live like a refugee    Baby, we ain't the first  I'm sure a lot of other lovers been burned  Right now this seems real to you  But it's one of those things  You gotta feel to be true  Somewhere, somehow, somebody  Must have kicked you around some  Who knows, maybe you were kidnapped  Tied up, taken away, and held for ransom  Honey, it don't really matter to me, baby  Everybody's had to fight to be free  You see, you don't have to live like a refugee    No you don't have to live like a refugee    Baby you don't have to live like a refugee  "
0xNTHshHwDtCAn04Lq2i4H,Refugee,108080,"We got somethin', we both know it  We don't talk too much about it  Ain't no real big secret all the same  Somehow we get around it  Listen, it don't really matter to me, baby  You believe what you want to believe  You see, you don't have to live like a refugee    Somewhere, somehow, somebody  Must have kicked you around some  Tell me why you wanna lay there  And revel in your abandon  Honey, it don't make no difference to me, baby  Everybody's had to fight to be free    Baby, we ain't the first  I'm sure a lot of other lovers been burned  Right now this seems real to you  But it's one of those things  You gotta feel to be true  Somewhere, somehow, somebody  Must have kicked you around some  Who knows, maybe you were kidnapped  Tied up, taken away, and held for ransom  Honey, it don't really matter to me, baby  Everybody's had to fight to be free  "
6fKtJy9UIUh1gv50iznNAr,Here Comes My Girl,108081,"You know sometimes, I don't know why  But this old town just seems so hopeless  I ain't really sure, but it seems I remember the good times  Were just a little bit more in focus  But when she puts her arms around me  I can somehow rise above it  Yeah, man when I got that little girl standin' right by my side  You know, I can tell the whole wide world ""shove it!"" Hey!  Here comes my girl, here comes my girl  Yeah, and she looks so right; she is all I need tonight  Every now and then I get down to the end of the day  And I have to stop and ask myself why I've done it  It just seems so useless to have to work so hard  And nothin' ever really seems to come from it  And then she looks me in the eye and says  ""We're gonna last forever""  And man, you know I can't begin to doubt it  No, cause it just feels so good, and so free, and so right!  I know we ain't never gonna change our minds about it - hey!  Here comes my girl, here comes my girl  Yeah, and she looks so right, she is all I need tonight    Every time it seems like there ain't nothin' left no more  I find myself having to reach out and grab hold of something  Yeah, I just catch myself wondering, waiting, worrying  About some silly little things that don't add up to nothin'  And then she looks me in the eye and says  ""We're gonna last forever""  And man, you know I can't begin to doubt it  No, cause it just feels so good, and so free, and so right!  I know we ain't never gonna change our minds about it - hey!  Here comes my girl, here comes my girl  Yeah, and she looks so right, she is all I need tonight.."
2V0N6s27gU8RDbeNkv7yKE,Even The Losers,123972,"It was nearly summer, we sat on your roof  Yeah, we smoked cigarettes and we stared at the moon  I showed you stars you never could see  It couldn't been that easy to forget about me  Time meant nothing, anything seemed real  Yeah, you kissed like fire and you made me feel  Like every word you said was meant to be  It couldn't been that easy to forget about me  Baby, even the losers, get lucky sometimes  Baby, even the losers, keep a little bit of pride, they get lucky sometimes  Two cars park on the overpass, rocks hit the water like broken glass  I shoulda' known right then it was too good to last  God, it's such a drag to have to live in the past  "
1Rzw91HIK9PH2Gq9DBY8DO,Shadow Of A Doubt (A Complex Kid),403063,"There goes my baby  There goes my only one  I think she loves me  But she don't want to let on  Yes she likes to keep my guessing  She's got me on defense  With that little bit of mystery  She's a complex kid  And she's always been so hard to figure out  Yes, she always like to leave me with a shadow of a doubt  Sometimes at night, I  Wait around 'til she gets out  She don't like working  She says she hates her boss  But she's got me asking questions  She's got me on defense  With that little certain something  She's a complex kid  And she's always been so hard to get around  Yes, she always likes to leave me with a shadow of a doubt  Just a shadow of a doubt  She seldom keeps me running  I'm trying to figure out  If she's leading up to something  And when she's dreaming  Sometimes she seems depressed  But in the morning  She don't remember it  But she's got me thinking about it  Yes, she's got me on the edge  With that little bit of mystery  She's a complex kid  And she's always been so hard to live without  Yes, she always like to leave me with a shadow of a doubt  Well a shadow of a doubt "
0l8wFoM41I1ifCzw2zds5g,Century City,403066,"Sometimes I want to leave you  Sometimes I want to go  Right back where I came from  Back where I belong  But it never lasts for too long  Always goes away  Well I still don't look for reasons  That's much too hard these days  Why worry about the rain  Why worry about the problem  Honey Century City's got everything covered  Well your mama gave you loving  Mama held you near  Baby mama can't do nothing  Honey mama just ain't here  And you can pretend all you want to  But that won't work no more  No you can't run back to daddy  Yeah you tried that once before  Why worry about your father?  Why worry about your mother?  Honey Century City's got everything covered    We're going to live in Century City  Go ahead and give in, Century City  Like modern men, modern girls  We're going to live in the modern world  Sometimes I get discouraged  Sometimes I feel so down  Sometimes I get so worried  But I don't know what about  But it works out in the long run  Always goes away  And I've come now to accept it  It's a reoccurring phase    We're going to live in Century City  "
0UJ22mBBMyGx6aDA83Ym0w,Don't Do Me Like That,108164,"I was talking with a friend of mine, said a woman had hurt his pride  Told him that she loved him so, and turned around and let him go  Then he said, ""You better watch your step, or you're gonna get hurt yourself  Someone's gonna tell you lies, cut you down to size""  Don't do me like that  Don't do me like that  What if I love you baby?  Don't do me like that  Don't do me like that  Don't do me like that  Someday I might need you, baby  Don't do me like that  Listen honey, can you see? Baby, you would bury me  If you were in the public eye, givin' someone else a try  And you know you better watch your step  Or you're gonna get hurt yourself  Someone's gonna tell you lies, cut you down to size  Don't do me like that  Don't do me like that  What if I love you baby?  Don't, don't, don't, don't  Don't do me like that  Don't do me like that  What if I need you, baby?  Don't do me like that  'Cause somewhere deep down inside  Someone is saying, ""Love doesn't last that long""  I got this feelin' inside, night and day  And now I can't take it no more  Listen honey, can you see? Baby, you would bury me  If you were in the public eye, givin' someone else a try  And you know you better watch your step  Or you're gonna get hurt yourself  Someone's gonna tell you lies, cut you down to size  Don't do me like that  Don't do me like that  What if I love you baby?  Don't, don't, don't, don't  Don't do me like that  Don't do me like that  I just might need you, honey  Don't do me like that  Wait!  Don't do me like that  Don't do me like that  Baby, baby, baby  Don't, don't, don't, don't  Don't do me like that  Don't do me like that  Baby, baby, baby  Oh! Oh! Oh!"
7BMlJ9q7aU3m8wFIUzhARZ,You Tell Me,403072,"Baby I heard thunder  I woke up middle of the night  Baby I saw fire  I went left, I went right  So you tell me what you want me to do  This might be over honey, it ain't through  Let me know when you're finished with me  What you want me to be  Baby you tell me  Honey you tell me  Baby I don't understand this  But that's alright, I can take a little pain  I've been winning and losing  Baby I've been in and out of the rain    Well you put me through your paces and your twists  Until I felt like dying  Yeah the last thing that I needed  Was to finally realize that you were lying    Baby you tell me  Will you tell me?"
5CcsyiHU8WbPLOjpDC3XTq,What Are You Doin' In My Life?,403081,Well you followed me all around New York City  Trying to make people think I wanted you with me  I can only hope that they didn't believe you  I can't figure out why I got to deal with you  What are you doing in my life?   I didn't ask for you  I don't know how you got my telephone number  Probably some jerk trying to put me under  Some friend of a friend of a friend of mine  Baby who you trying to fool when you tell those lies?    Well this is all a little too much to believe  You're putting my name all around in the street  Honey where did you think this was going to lead?  Baby will you tell me why you want to bug me?  Well you're the last woman in the world that thrills me  Now you got my girlfriend trying to kill me  Honey my friends think that I've gone crazy  Can't you figure out that you ain't my baby  
